Step Temp Pressure Total_Energy Volume Density x_length z_length Total_Heat_Flux

0 295.495966765948 404.123121513582 2739.8217908553001507 160960.843986232 0.90804056235462204949 28.902616908393099493 192.68411272262099487 0
4000 295.159662366758 -197.706748443555 2739.8553720348299976 160960.843986232 0.90804056235462204949 28.902616908393099493 192.68411272262099487 2.2799087502166499597
8000 296.414810401352 -96.7709792399236 2739.8767511269297756 160960.843986232 0.90804056235462204949 28.902616908393099493 192.68411272262099487 4.6194097227327599597
12000 297.283561416541 48.1919989061519 2740.0564781531102199 160960.843986232 0.90804056235462204949 28.902616908393099493 192.68411272262099487 7.3752551305258000625
16000 299.339991610487 821.723288426488 2739.98677078908986 160960.843986232 0.90804056235462204949 28.902616908393099493 192.68411272262099487 10.711313531380000086
20000 297.624855054555 -647.218016022107 2739.7482464869799514 160960.843986232 0.90804056235462204949 28.902616908393099493 192.68411272262099487 14.594488568695100028
24000 300.158409541807 -214.1702887215 2739.3008021124101106 160960.843986232 0.90804056235462204949 28.902616908393099493 192.68411272262099487 17.812983838573000384
28000 297.667616959366 158.195787717808 2739.6212369572699572 160960.843986232 0.90804056235462204949 28.902616908393099493 192.68411272262099487 20.318593522058598921
32000 295.345128555823 493.851007726678 2739.9927640690298176 160960.843986232 0.90804056235462204949 28.902616908393099493 192.68411272262099487 23.070729522447400939
36000 295.275450532621 -615.061691282325 2740.012855454090186 160960.843986232 0.90804056235462204949 28.902616908393099493 192.68411272262099487 28.199585805879500811
40000 292.825448746377 -398.852940243472 2740.118507381730069 160960.843986232 0.90804056235462204949 28.902616908393099493 192.68411272262099487 32.805739643303297726
44000 295.737130016902 242.378222473381 2740.0701536105598279 160960.843986232 0.90804056235462204949 28.902616908393099493 192.68411272262099487 35.15245100714859916
48000 295.000777329528 33.4582520886066 2739.9039719100901493 160960.843986232 0.90804056235462204949 28.902616908393099493 192.68411272262099487 38.617440139240699182
52000 297.891916023819 439.185374664012 2740.0040529654897909 160960.843986232 0.90804056235462204949 28.902616908393099493 192.68411272262099487 44.073644482480602846
56000 298.655912023636 174.351532820909 2740.0410174298499442 160960.843986232 0.90804056235462204949 28.902616908393099493 192.68411272262099487 47.984305920037300552
60000 293.856181482976 -552.487100308548 2740.2555033562698554 160960.843986232 0.90804056235462204949 28.902616908393099493 192.68411272262099487 51.14589741644569898
64000 294.571263321054 -456.253599755757 2740.1475765157601927 160960.843986232 0.90804056235462204949 28.902616908393099493 192.68411272262099487 53.493570559811196574
68000 293.561622320174 -153.408494922747 2740.1335364090500661 160960.843986232 0.90804056235462204949 28.902616908393099493 192.68411272262099487 56.417257680855996682
72000 294.276770302002 9.50342676932721 2739.8989319888200953 160960.843986232 0.90804056235462204949 28.902616908393099493 192.68411272262099487 60.575073212339198392
