Step Temp Pressure Total_Energy Volume Density x_length z_length Total_Heat_Flux

0 302.541599545961 -119.632863854177 3045.7578736477998973 167444.36460268 0.87288082604120698083 29.28558687665359983 195.23724584435700535 0
4000 304.642865934511 569.456038326193 3045.9445957919901957 167444.36460268 0.87288082604120598162 29.28558687665359983 195.23724584435700535 3.8916581363618099054
8000 304.695192686597 -314.314387897868 3045.9558263171397812 167444.36460268 0.87288082604120598162 29.28558687665359983 195.23724584435700535 7.2723751102980100924
12000 302.134412148569 324.023402051499 3045.7467978124700494 167444.36460268 0.87288082604120598162 29.28558687665359983 195.23724584435700535 10.329159562360199942
16000 303.566048677652 -430.380732466816 3045.4546653220400003 167444.36460268 0.87288082604120598162 29.28558687665359983 195.23724584435700535 14.047860837476399354
20000 304.778817531674 490.280165291937 3045.5452824922899708 167444.36460268 0.87288082604120598162 29.28558687665359983 195.23724584435700535 16.670890521587100608
24000 302.489635839046 481.600417885625 3045.8084950376601228 167444.36460268 0.87288082604120598162 29.28558687665359983 195.23724584435700535 19.831043251462201482
28000 301.482930292743 251.804823243169 3046.082194069309935 167444.36460268 0.87288082604120698083 29.28558687665359983 195.23724584435700535 23.69033720614260119
32000 298.670945920529 -696.817575684538 3046.0321454846298366 167444.36460268 0.87288082604120598162 29.28558687665359983 195.23724584435700535 27.110971323657100385
36000 304.249275822539 121.598660062429 3045.6336104390798027 167444.36460268 0.87288082604120598162 29.28558687665359983 195.23724584435700535 30.432053080053499627
40000 304.104614889266 112.114669569205 3045.9038762700902225 167444.36460268 0.87288082604120598162 29.28558687665359983 195.23724584435700535 35.387198358648703334
44000 300.736955873803 1049.6026862078 3046.1038909151097869 167444.36460268 0.87288082604120598162 29.28558687665359983 195.23724584435700535 38.283861429245803265
48000 301.411533891329 532.797942547222 3046.0087746150798012 167444.36460268 0.87288082604120598162 29.28558687665359983 195.23724584435700535 41.023371922112801258
52000 301.51946788784 488.605592041414 3045.9409748180000861 167444.36460268 0.87288082604120598162 29.28558687665359983 195.23724584435700535 44.706225859855699412
56000 301.524140806 266.867256528253 3045.9596449397199649 167444.36460268 0.87288082604120598162 29.28558687665359983 195.23724584435700535 47.914382643519402905
60000 301.704667865356 252.239076596583 3046.0418590502699772 167444.36460268 0.87288082604120698083 29.28558687665359983 195.23724584435700535 51.999172064550101879
64000 300.378815764844 443.065969693046 3046.0091087647201675 167444.36460268 0.87288082604120698083 29.28558687665359983 195.23724584435700535 55.723534260731000245
68000 301.426483063113 -161.832964480509 3046.0748239852800907 167444.36460268 0.87288082604120698083 29.28558687665359983 195.23724584435700535 58.747210231673896885
72000 301.094792581674 295.543185012442 3045.9342993033301354 167444.36460268 0.87288082604120598162 29.28558687665359983 195.23724584435700535 62.677329501513803223
76000 300.270314148466 394.34695308842 3045.9600561038000706 167444.36460268 0.87288082604120698083 29.28558687665359983 195.23724584435700535 68.262977656607105814
80000 305.366667753035 108.555610730173 3045.9322426711200933 167444.36460268 0.87288082604120698083 29.28558687665359983 195.23724584435700535 72.160555567311405412
84000 300.275804585546 -210.183576508527 3046.1521546448598201 167444.36460268 0.87288082604120598162 29.28558687665359983 195.23724584435700535 76.792169958800499785
88000 305.072034138338 872.976369355035 3045.8357978321000701 167444.36460268 0.87288082604120598162 29.28558687665359983 195.23724584435700535 81.580288018522097104
92000 300.624306035284 46.1220342291765 3045.7502661727398845 167444.36460268 0.87288082604120698083 29.28558687665359983 195.23724584435700535 84.642106823200194299
96000 305.348159017219 280.384254642189 3045.5915068135300316 167444.36460268 0.87288082604120698083 29.28558687665359983 195.23724584435700535 88.300673427505600444
100000 297.915609293676 350.603651822997 3045.9368692124799054 167444.36460268 0.87288082604120698083 29.28558687665359983 195.23724584435700535 93.66382332254619314
104000 301.131788848544 -179.797658418561 3045.91044272318004 167444.36460268 0.87288082604120598162 29.28558687665359983 195.23724584435700535 97.096639238356203805
108000 300.703085093548 23.4282852256842 3045.9984851338999761 167444.36460268 0.87288082604120598162 29.28558687665359983 195.23724584435700535 99.508215651659199352
112000 301.29282000209 23.6193560280989 3045.9685427447798247 167444.36460268 0.87288082604120698083 29.28558687665359983 195.23724584435700535 101.95047192170800088
116000 300.573862504809 419.276880501586 3046.0755036265300078 167444.36460268 0.87288082604120698083 29.28558687665359983 195.23724584435700535 105.15669156044400268
120000 298.221519220478 -605.700890851441 3045.9751603808599612 167444.36460268 0.87288082604120698083 29.28558687665359983 195.23724584435700535 109.94826171724899666
124000 303.358478748271 194.30128459177 3045.7536774941800104 167444.36460268 0.87288082604120598162 29.28558687665359983 195.23724584435700535 114.52815858166499652
128000 304.60183930775 308.31709301844 3045.7841719130501588 167444.36460268 0.87288082604120598162 29.28558687665359983 195.23724584435700535 118.48936206989199604
132000 302.641654846279 -90.2043217084196 3045.561693549319898 167444.36460268 0.87288082604120698083 29.28558687665359983 195.23724584435700535 120.58041686429399419
136000 303.271958001072 233.48459021213 3045.7002135436400749 167444.36460268 0.87288082604120698083 29.28558687665359983 195.23724584435700535 123.72408006439900419
140000 300.743058226261 10.8293560474565 3045.7646898156599491 167444.36460268 0.87288082604120698083 29.28558687665359983 195.23724584435700535 128.05760473658600063
144000 300.527462104737 -148.273782676733 3045.8538925955399463 167444.36460268 0.87288082604120598162 29.28558687665359983 195.23724584435700535 131.09252246032698963
148000 303.723086355812 139.849717189073 3045.9185052589500629 167444.36460268 0.87288082604120698083 29.28558687665359983 195.23724584435700535 134.45152633143800358
