Step T_hot T_cold
4380000 351.1240 270.4203
4390000 342.1368 279.0687
4400000 344.8038 282.8482
4410000 358.2136 271.3618
4420000 352.9243 267.9427
4430000 328.4689 289.9319
4440000 345.7542 278.6061
4450000 333.2384 262.3248
4460000 340.7258 280.8530
4470000 332.8137 275.8344
4480000 353.0194 271.3006
4490000 358.5550 271.0363
4500000 379.7670 263.6121
4510000 340.0710 274.0734
4520000 341.5689 268.2503
4530000 353.8248 269.1049
4540000 337.4191 282.7030
4550000 366.5160 267.4583
4560000 365.9915 266.4372
4570000 337.4353 265.9318
4580000 334.7571 254.3055
4590000 337.1356 259.9061
4600000 330.6943 259.6289
4610000 343.4788 249.2546
4620000 333.7494 265.5739
4630000 326.4471 264.3634
4640000 327.9863 266.3142
4650000 318.9583 264.8370
4660000 332.2009 269.1985
4670000 347.1427 277.2034
4680000 339.6303 279.4749
4690000 352.3017 265.8069
4700000 344.1851 271.4715
4710000 345.3993 268.2302
4720000 325.8238 256.6042
4730000 337.8576 262.3110
4740000 344.9675 258.6945
4750000 327.0222 260.8199
4760000 328.4335 258.9332
4770000 357.8665 256.7527
4780000 340.3817 263.2817
4790000 325.4683 251.1310
4800000 345.7462 258.4566
4810000 376.8807 260.7181
4820000 375.7806 265.4037
4830000 347.0822 263.8902
4840000 355.7949 250.5440
4850000 354.6008 255.7962
4860000 365.1495 269.6347
4870000 347.8299 265.3808
4880000 351.6371 258.1062
4890000 354.7044 271.3532
4900000 363.6897 274.9711
4910000 332.5182 269.7938
4920000 348.6040 268.8100
4930000 343.7351 252.5717
4940000 354.6637 250.9164
4950000 341.4437 258.4036
4960000 356.6384 257.0453
4970000 359.6481 263.4935
4980000 336.9624 259.4891
4990000 350.9096 266.7767
5000000 346.0579 250.9121
