Step T_hot T_cold
4380000 330.4843 270.6613
4390000 347.2617 284.3468
4400000 329.1210 262.7609
4410000 332.3368 264.4802
4420000 317.8861 259.0518
4430000 339.4434 263.9424
4440000 332.2164 265.0777
4450000 345.4250 268.1940
4460000 347.2542 277.5028
4470000 349.2057 266.9763
4480000 358.5363 263.5256
4490000 339.3299 253.5199
4500000 357.9590 252.7140
4510000 342.8667 272.5503
4520000 353.3910 260.9903
4530000 334.6562 256.2457
4540000 342.3893 270.8377
4550000 338.5884 267.4824
4560000 345.7858 272.1439
4570000 338.5562 254.3957
4580000 366.9214 261.7527
4590000 343.3580 266.3051
4600000 335.3519 267.6100
4610000 334.9889 271.9070
4620000 343.7946 283.2900
4630000 331.2533 253.6814
4640000 323.4161 262.2729
4650000 360.2537 263.4631
4660000 347.9544 262.8171
4670000 317.9442 262.6118
4680000 352.3433 269.8821
4690000 333.9376 266.0856
4700000 354.4540 258.5202
4710000 364.2939 257.1578
4720000 331.7083 261.8622
4730000 338.0484 267.2886
4740000 343.2408 268.8614
4750000 346.2134 256.9534
4760000 350.7905 265.9409
4770000 344.3764 251.6719
4780000 338.4546 267.9873
4790000 336.6376 262.7355
4800000 321.5732 280.1680
4810000 314.3162 270.6642
4820000 317.3830 268.5782
4830000 344.7347 258.7678
4840000 328.2817 262.9616
4850000 317.0942 255.6545
4860000 331.5555 269.5667
4870000 326.4503 271.4477
4880000 316.8886 263.4398
4890000 368.5387 263.9103
4900000 334.2143 272.4368
4910000 321.5635 263.6563
4920000 333.2397 265.8231
4930000 368.9795 270.5375
4940000 349.5318 277.7781
4950000 333.2147 258.9473
4960000 331.0019 269.0746
4970000 352.3716 269.6326
4980000 327.5362 261.4918
4990000 319.2156 260.6366
5000000 328.5869 248.9611
