Step T_hot T_cold

0 0.0000 0.0000
10000 343.2763 255.6292
20000 328.5622 256.0994
30000 330.1642 255.3915
40000 342.2226 267.1336
50000 335.2614 257.9965
60000 339.0287 271.2961
70000 345.1525 267.5997
80000 360.9559 261.0624
90000 361.1899 260.5796
100000 341.3828 263.7377
110000 339.4676 266.1816
120000 362.9212 272.6994
130000 355.7528 268.3321
140000 329.9360 269.1842
150000 371.7246 262.7955
160000 355.6738 256.5428
170000 357.4108 261.3968
180000 355.0058 245.4361
190000 360.1099 259.2956
200000 344.7674 274.6630
210000 354.8899 268.7396
220000 338.6040 263.7326
230000 345.4468 263.9700
240000 355.1826 264.5746
250000 351.0593 252.6617
260000 338.8044 250.5416
270000 345.1896 264.6322
280000 355.9700 258.0353
290000 349.2398 254.3134
300000 340.7934 271.3609
310000 344.5397 257.1995
320000 341.9791 284.5774
330000 328.2735 271.6295
340000 338.1846 265.5904
350000 330.7809 260.7588
360000 321.2179 264.1537
370000 333.5895 258.7722
380000 339.6837 276.9779
390000 345.0190 250.0906
400000 345.6759 260.0979
410000 342.4394 253.0347
420000 345.6257 251.7449
430000 336.5740 270.4164
440000 333.3781 254.2986
450000 334.5096 260.3384
460000 344.1138 259.0341
470000 340.5335 269.7402
480000 343.2034 247.4568
490000 335.0393 260.0756
500000 340.9898 250.8979
510000 343.2159 262.7016
520000 347.0339 267.5488
530000 329.5255 254.2746
540000 348.9859 262.2508
550000 347.4221 257.0949
560000 336.0862 260.2536
570000 341.1162 259.2271
580000 328.7551 264.5034
590000 336.2990 280.0924
600000 351.9642 258.7186
610000 334.3356 256.9118
620000 335.8431 265.8447
630000 363.8341 261.6499
640000 352.4180 262.3005
650000 356.4647 269.9131
660000 361.4229 264.1708
670000 330.4910 256.4817
680000 316.7469 267.0577
690000 356.2385 261.0041
700000 364.7123 267.5241
710000 339.2200 257.7730
720000 329.2634 263.7977
730000 337.5794 269.7673
740000 347.0646 247.4641
750000 345.0170 254.4707
760000 339.4997 256.7050
770000 352.1613 255.7446
780000 338.8732 251.6052
790000 349.8719 272.8304
800000 353.0179 268.1804
810000 360.3220 263.0695
820000 343.4755 262.1255
830000 329.8003 261.3845
840000 350.0323 256.2743
850000 323.0397 262.0947
860000 332.8225 254.4717
870000 333.2327 252.6864
880000 343.3820 259.4584
890000 341.1383 258.9818
900000 326.2996 261.7765
910000 347.0789 258.7255
920000 373.3842 241.4602
930000 352.0802 260.4667
940000 356.9391 250.3641
950000 360.5413 248.5761
960000 330.6594 277.0580
970000 347.6575 260.6458
980000 340.5085 258.5732
990000 353.5171 255.6912
1000000 353.6117 249.8972
1010000 341.7359 255.8374
1020000 348.1179 258.9791
1030000 355.1741 266.5492
1040000 331.4202 261.2832
1050000 329.1107 271.2139
1060000 329.4892 255.1745
1070000 337.8535 253.0645
1080000 336.1016 249.4178
1090000 361.7701 248.3193
1100000 363.8329 256.6865
1110000 357.3195 252.3013
1120000 356.3762 262.8974
1130000 365.1602 262.6178
1140000 349.5525 264.3524
1150000 353.5860 260.6472
1160000 347.5447 261.0718
1170000 344.7925 253.3407
1180000 373.9337 275.6073
1190000 355.2902 266.0589
1200000 338.0838 256.9118
1210000 340.5938 255.9616
1220000 357.9921 267.5818
1230000 339.4934 256.5397
1240000 336.7466 240.8992
1250000 355.7929 241.8798
1260000 347.1493 258.8401
1270000 349.3872 254.2574
1280000 355.7347 262.3755
1290000 351.2853 259.9393
1300000 336.2797 241.4545
1310000 336.8473 249.2957
1320000 347.9287 261.6965
1330000 354.4013 246.9129
1340000 334.8699 262.4069
1350000 318.2754 264.0040
1360000 351.8527 256.8703
1370000 351.1655 268.9445
1380000 334.4627 253.6904
1390000 319.7177 263.0087
1400000 339.8213 266.1256
1410000 353.4497 258.9634
1420000 356.8071 262.8528
1430000 339.0948 250.0615
1440000 341.2752 256.6419
1450000 332.6879 243.2435
1460000 353.4410 251.0685
1470000 361.2931 250.5496
1480000 347.7777 256.3612
1490000 341.2740 251.4975
1500000 346.3707 263.4577
1510000 328.5575 272.0656
1520000 347.1347 270.5256
1530000 312.0404 274.9645
1540000 329.3113 264.8299
1550000 340.7973 256.4718
1560000 322.9184 264.4862
1570000 325.7057 280.0148
1580000 343.1176 275.6472
1590000 333.8318 254.0213
1600000 342.9737 266.6695
1610000 339.2169 271.7914
1620000 327.2883 271.4792
1630000 353.3996 273.8074
1640000 334.8411 265.1393
1650000 365.2629 263.1043
1660000 347.6044 257.8076
1670000 341.8276 264.1832
1680000 338.6851 260.5943
1690000 326.1653 264.6717
1700000 348.7345 253.0204
1710000 318.5510 262.3740
1720000 322.1863 275.4683
1730000 336.1559 266.7283
1740000 345.6011 263.8833
1750000 356.5253 260.0023
1760000 344.8528 257.0352
1770000 327.5733 265.1300
1780000 332.1553 259.9084
1790000 314.6082 265.0083
1800000 327.2469 266.7810
1810000 371.9370 257.6207
1820000 353.7156 257.4986
1830000 355.1541 266.9198
1840000 339.8216 264.2916
1850000 336.9555 268.1935
1860000 340.3377 275.4120
1870000 342.3540 271.6997
1880000 323.1760 253.5984
1890000 338.2504 263.4197
1900000 345.5980 258.2067
1910000 347.8634 261.2908
1920000 343.0928 276.7822
1930000 343.1700 262.7407
1940000 337.6757 265.3002
1950000 332.6512 269.4329
1960000 348.2555 263.1640
1970000 349.6158 268.5350
1980000 339.6616 282.3046
1990000 330.1581 264.3051
2000000 336.3712 271.6840
2010000 334.7472 250.2361
2020000 344.4955 251.1652
2030000 355.1399 268.0945
2040000 351.4992 267.3697
2050000 349.9290 270.4736
2060000 357.3525 268.5770
2070000 361.6170 267.7846
2080000 352.9333 263.8775
2090000 349.2096 267.0306
2100000 338.8122 258.7722
2110000 351.0361 262.4764
2120000 325.4697 260.1754
2130000 331.6093 256.1101
2140000 343.6128 266.5074
2150000 329.6490 269.2431
2160000 330.2805 261.5666
2170000 324.1110 266.5922
2180000 351.2694 250.6837
2190000 360.7942 260.9120
2200000 331.3142 257.5956
2210000 331.7108 252.7899
2220000 337.3691 258.5706
2230000 319.7489 267.8878
2240000 350.7927 260.4637
2250000 345.8002 264.9180
2260000 338.4860 267.5056
2270000 357.9533 272.2487
2280000 348.9630 269.7253
2290000 352.0198 273.3915
2300000 342.4507 276.2712
2310000 354.5996 263.8999
2320000 349.5029 252.6356
2330000 336.7293 265.8800
2340000 340.8303 270.8620
2350000 339.0684 273.4942
2360000 338.9161 267.2853
2370000 342.2654 259.0543
2380000 353.8537 268.6495
2390000 357.2984 269.6493
2400000 325.1817 264.3558
2410000 318.8466 258.3479
2420000 323.8310 259.1523
2430000 347.2534 282.8246
2440000 320.6094 271.8800
2450000 315.7508 260.5529
2460000 337.1717 267.1483
2470000 315.3092 265.0549
2480000 314.5222 266.6360
2490000 328.9140 267.2238
2500000 356.4407 262.5385
2510000 329.4837 258.2238
2520000 311.1429 266.3535
2530000 323.5546 263.2984
2540000 376.9944 276.4647
2550000 352.0048 281.8607
2560000 351.7560 265.1866
2570000 329.3978 262.3286
2580000 361.4712 262.0171
2590000 348.8284 254.9702
2600000 333.0864 267.4728
2610000 350.4226 272.2383
2620000 356.0545 268.5756
2630000 359.1479 279.2451
2640000 353.4932 257.3693
2650000 342.8316 259.9274
2660000 339.4827 276.9630
2670000 355.1132 276.1100
2680000 307.1787 267.0677
2690000 325.5967 273.8561
2700000 352.6022 259.7594
2710000 332.2248 269.6470
2720000 331.7237 258.2672
2730000 324.9602 259.8386
2740000 345.4743 257.4077
2750000 347.2868 245.9578
2760000 321.4694 267.7362
2770000 350.4919 267.5313
2780000 347.2040 267.5530
2790000 353.5556 269.9805
2800000 356.2947 260.9458
2810000 338.5764 254.4837
2820000 348.3252 258.0915
2830000 349.5132 256.8042
2840000 358.7082 261.7929
2850000 344.2950 259.2320
2860000 352.8613 265.3622
2870000 352.2783 280.1337
2880000 352.1680 261.5084
2890000 338.4931 267.9487
2900000 347.1033 267.6840
2910000 347.3008 254.9148
2920000 345.6048 260.8968
2930000 359.2155 272.0569
2940000 335.5723 264.1105
2950000 348.6596 264.9126
2960000 350.6172 260.9884
2970000 336.0751 262.4334
2980000 322.9300 262.3136
2990000 332.6870 262.6151
3000000 340.0675 270.1042
3010000 316.2788 260.6244
3020000 319.8774 252.3022
3030000 348.6907 251.2574
3040000 343.5746 261.0461
3050000 340.8118 252.4058
3060000 337.0795 266.0596
3070000 357.5902 259.6135
3080000 361.6664 258.0912
3090000 358.1997 255.7555
3100000 370.1421 255.0992
3110000 331.5844 251.8082
3120000 341.9321 254.3505
3130000 349.5732 252.6944
3140000 334.8030 259.3641
3150000 347.3048 258.4931
3160000 340.7557 269.8926
3170000 334.7330 273.0768
3180000 334.2182 254.3747
3190000 347.7468 249.6610
3200000 346.4880 265.5307
3210000 323.1883 257.6165
3220000 328.7325 257.8615
3230000 337.7562 253.5271
3240000 345.9495 260.3869
3250000 352.1036 250.0195
3260000 362.7531 275.6572
3270000 336.2739 266.8978
3280000 328.2207 258.2555
3290000 334.3682 255.5099
3300000 343.3948 254.1262
3310000 342.1452 247.5963
3320000 355.6666 245.5160
3330000 360.1158 255.1562
3340000 350.1226 252.3109
3350000 339.9803 258.3919
3360000 337.6985 275.4980
3370000 340.3891 272.2644
3380000 357.2044 270.6856
3390000 333.0062 259.4075
3400000 365.1218 255.6617
3410000 347.6556 263.7810
3420000 338.4424 258.9292
3430000 337.9191 259.9994
3440000 324.6451 265.6879
3450000 329.1087 257.4427
3460000 331.5965 261.4609
3470000 337.6641 272.7701
3480000 355.5816 270.0227
3490000 314.6282 274.2723
3500000 337.9506 269.7001
3510000 325.6735 277.8541
3520000 338.6909 263.5443
3530000 320.6943 264.1708
3540000 321.7469 265.9480
3550000 333.3063 260.1595
3560000 319.0570 256.1622
3570000 315.7135 255.4006
3580000 319.7376 249.6493
3590000 323.5370 245.8740
3600000 335.3482 246.1271
3610000 347.7001 247.9501
3620000 327.7136 250.6708
3630000 339.9075 262.3082
3640000 338.3905 255.6273
3650000 321.5149 276.1504
3660000 344.0917 267.7153
3670000 345.1808 261.9552
3680000 344.9498 273.2364
3690000 341.2511 276.3826
3700000 338.3817 244.5624
3710000 332.0410 261.2460
3720000 330.1792 255.7608
3730000 326.4906 253.1031
3740000 351.3284 255.9456
3750000 358.8790 251.4926
3760000 342.1782 248.1030
3770000 339.7671 259.1407
3780000 344.0978 260.6989
3790000 354.1475 251.7864
3800000 353.9261 258.7328
3810000 322.8892 265.0952
3820000 339.4426 268.7637
3830000 331.7188 255.5560
3840000 321.1532 276.9952
3850000 339.7000 277.4689
3860000 340.5139 266.6299
3870000 321.6232 266.3903
3880000 350.4139 259.8385
3890000 341.9907 256.2726
3900000 327.8529 262.8290
3910000 308.2276 266.8998
3920000 331.1169 273.5297
3930000 331.2194 268.3249
3940000 329.6638 259.1866
3950000 335.3849 260.7267
3960000 326.1498 276.9643
3970000 341.2881 269.3263
3980000 342.1993 271.2218
3990000 352.4763 268.0297
4000000 350.0348 258.9038
4010000 347.5763 269.3950
4020000 337.3781 274.9917
4030000 341.7690 268.0257
4040000 348.1129 255.5238
4050000 357.5872 258.8612
4060000 351.6494 264.0836
4070000 346.5359 264.5755
4080000 335.7702 265.4687
4090000 357.8908 258.3024
4100000 349.1742 253.4211
4110000 361.6247 257.9483
4120000 344.1695 270.6194
4130000 378.8075 256.8693
4140000 355.1634 277.0940
4150000 338.7711 266.7555
4160000 344.4071 265.2979
4170000 323.7940 264.9655
4180000 339.5060 258.5125
4190000 331.9182 266.3950
4200000 345.2511 255.1603
4210000 348.1612 243.0564
4220000 350.1137 248.2711
4230000 338.1004 252.2104
4240000 339.0842 256.0326
4250000 357.4643 259.1791
4260000 333.4553 259.5813
4270000 349.9092 262.3601
4280000 351.6250 256.6565
4290000 356.0753 272.0151
4300000 354.5276 263.6957
4310000 342.9768 259.1894
4320000 338.7922 254.0805
4330000 325.9319 252.1812
4340000 336.5085 247.5730
4350000 337.7370 267.9139
4360000 326.3947 263.5800
4370000 313.8789 266.9449
