Step Temp Pressure Total_Energy Volume Density x_length z_length Total_Heat_Flux

0 294.900006871507 299.655560282173 2789.1182637485499072 164181.993166049 0.89022536803114105108 29.094144684975599802 193.96096456650400341 0
4000 293.379296522833 92.9194286202402 2789.0200341287900301 164181.993166049 0.89022536803114105108 29.094144684975599802 193.96096456650400341 3.6606759806739899155
8000 298.657922293541 -34.8910021069604 2788.7481050264900659 164181.993166049 0.89022536803114105108 29.094144684975599802 193.96096456650400341 7.5011898454577004003
12000 293.387383679835 214.936444410703 2788.9621866618599597 164181.993166049 0.89022536803114105108 29.094144684975599802 193.96096456650400341 11.981757924308800156
16000 297.752986473113 401.189387437017 2788.904005395169861 164181.993166049 0.89022536803114105108 29.094144684975599802 193.96096456650400341 15.259485494286399998
20000 295.384246844528 438.827723406352 2789.1379109887898267 164181.993166049 0.89022536803114105108 29.094144684975599802 193.96096456650400341 17.8409511951503994
24000 295.913414586338 -181.562719718191 2789.0509973550101677 164181.993166049 0.89022536803114105108 29.094144684975599802 193.96096456650400341 21.288768207977099678
28000 296.211716595054 137.487799910985 2789.0469433591401867 164181.993166049 0.89022536803114105108 29.094144684975599802 193.96096456650400341 25.072632649933801474
32000 296.406858370202 240.819212096139 2789.0238644724399819 164181.993166049 0.89022536803114105108 29.094144684975599802 193.96096456650400341 28.005828581450401771
36000 298.036249785205 153.609079065593 2789.2347841013202014 164181.993166049 0.89022536803114105108 29.094144684975599802 193.96096456650400341 32.22135272550149665
40000 297.477902438006 -123.144668183852 2789.2109084819298914 164181.993166049 0.89022536803114105108 29.094144684975599802 193.96096456650400341 34.876883788762498284
44000 295.616283795223 427.901077409579 2789.1346324902801825 164181.993166049 0.89022536803114105108 29.094144684975599802 193.96096456650400341 40.232955985329496684
48000 296.264415857352 -125.543856156402 2788.7910109802601255 164181.993166049 0.89022536803114105108 29.094144684975599802 193.96096456650400341 43.780011065786197832
52000 297.590774188163 185.676491606223 2788.7930297787202107 164181.993166049 0.89022536803114105108 29.094144684975599802 193.96096456650400341 46.779978575742497071
56000 300.357477871865 -261.724693918972 2788.7283445888801907 164181.993166049 0.89022536803114105108 29.094144684975599802 193.96096456650400341 50.456370611108397384
60000 293.198634693218 267.864416738144 2788.9829193096998097 164181.993166049 0.89022536803114105108 29.094144684975599802 193.96096456650400341 52.999236528217402054
64000 295.208503074979 505.904767018285 2788.9665970465298415 164181.993166049 0.89022536803114105108 29.094144684975599802 193.96096456650400341 57.028048851829197474
68000 292.162258168157 7.19859221620987 2789.0875166106498 164181.993166049 0.89022536803114105108 29.094144684975599802 193.96096456650400341 60.714121165789201484
72000 294.657190092246 621.038810808282 2789.2295215677600027 164181.993166049 0.89022536803114105108 29.094144684975599802 193.96096456650400341 63.841121791659197982
76000 296.22426998885 292.107661262202 2789.1372319953898113 164181.993166049 0.89022536803114105108 29.094144684975599802 193.96096456650400341 66.763160809654294781
80000 298.569305405779 366.233783224238 2788.9229872340802103 164181.993166049 0.89022536803114105108 29.094144684975599802 193.96096456650400341 70.53399365893669426
84000 299.131990538813 287.607752959119 2788.5826004425198335 164181.993166049 0.89022536803114105108 29.094144684975599802 193.96096456650400341 74.026991868272205011
88000 298.03432510655 -287.734314306515 2788.5369033428401053 164181.993166049 0.89022536803114105108 29.094144684975599802 193.96096456650400341 77.131608159997696816
92000 298.236552460283 237.326705716287 2788.6005810674400891 164181.993166049 0.89022536803114105108 29.094144684975599802 193.96096456650400341 80.515806298434796417
96000 296.03273539105 483.511200938311 2788.6796329615599461 164181.993166049 0.89022536803114105108 29.094144684975599802 193.96096456650400341 85.602286614918796204
100000 298.331722199373 20.1562243517169 2788.7018603858700772 164181.993166049 0.89022536803114105108 29.094144684975599802 193.96096456650400341 89.808906097089803211
104000 296.772899327881 307.387993011199 2789.0472894877798353 164181.993166049 0.89022536803114105108 29.094144684975599802 193.96096456650400341 93.904901280488005
